GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000407356 - PSG5,ENST00000405312 - PSG4,,ENST00000355905 - NLGN4Y,ENST00000491395 - APP,ENST00000394890 - P4HA1,ENST00000587824 - ATP6V0A1,ENST00000464116 - XRCC6,ENST00000562826 - ITGA11,ENST00000401701 - MYH9,ENST00000514032 - CANX,ENST00000415140 - LTBP1,ENST00000560165 - ANXA2
ENST00000541932 - FLT1,ENST00000525469 - CD44,,ENST00000405496 - SERPING1,ENST00000470133 - PLOD1,ENST00000423588 - CACNA2D1,ENST00000332843 - COLEC10,ENST00000582193 - RPL19,ENST00000463427 - TMEM87B,ENST00000413878 - CDH2,ENST00000404580 - PSG5,ENST00000478574 - S100A10,ENST00000297350 - TNFRSF11B
ENST00000360642 - CLCN3,ENST00000560165 - ANXA2,,ENST00000533475 - CRYAB,ENST00000471275 - KIDINS220,ENST00000376723 - UGGT1,ENST00000376839 - ACTN1,ENST00000593104 - PRKCSH,ENST00000564631 - TMX3,ENST00000621961 - PCDH7,ENST00000555616 - ACTN1,ENST00000523108 - MGAT4B,ENST00000422669 - LTBP1
ENST00000396861 - GAPDH,ENST00000541434 - CADM1,,ENST00000518441 - ASPH,ENST00000525209 - CD44,ENST00000233573 - ITGA4,ENST00000618006 - BSG,ENST00000471066 - FKBP9,ENST00000621961 - PCDH7,ENST00000564631 - TMX3,ENST00000471066 - FKBP9,ENST00000439274 - APP,ENST00000541434 - CADM1
ENST00000493237 - MME,ENST00000478064 - LAMC1,,ENST00000521597 - TNFRSF11B,ENST00000532133 - TRPC6,ENST00000407925 - LTBP1,ENST00000537058 - CADM1,ENST00000465809 - PXDN,ENST00000401701 - MYH9,ENST00000512756 - COL11A1,ENST00000474644 - COL1A1,ENST00000470660 - LRP10,ENST00000483409 - SSR1
ENST00000506260 - PAM,ENST00000356660 - BDNF,,ENST00000598833 - RCN3,ENST00000597374 - PSG4,ENST00000474644 - COL1A1,ENST00000486004 - DCBLD2,ENST00000497846 - ADAM10,ENST00000474644 - COL1A1,ENST00000513968 - SEMA5A,ENST00000443424 - FAP,ENST00000621109 - PSG9,ENST00000367512 - EDEM3
ENST00000593104 - PRKCSH,ENST00000367512 - EDEM3,,ENST00000456400 - RPN2,ENST00000465851 - SLC39A10,ENST00000502949 - SEL1L3,ENST00000395770 - LNPEP,ENST00000494950 - PLOD2,ENST00000426982 - KIAA0319L,ENST00000451279 - PCYOX1,ENST00000407356 - PSG5,ENST00000410057 - ACVR1,ENST00000548898 - CD63
ENST00000270077 - PSG9,ENST00000494831 - LAMB2,,ENST00000527215 - CTSB,ENST00000471632 - TMEM87B,ENST00000418629 - TMEM131,ENST00000533305 - LMO7,ENST00000381294 - IL6ST,ENST00000562712 - CDH11,ENST00000543580 - GPR176,ENST00000593104 - PRKCSH,ENST00000504734 - CANX,ENST00000589906 - LGALS3BP
ENST00000381294 - IL6ST,ENST00000522293 - MGAT4B,,ENST00000405269 - SLC8A1,ENST00000423829 - ICAM1,ENST00000530861 - BDNF,ENST00000525962 - TGFBR3,ENST00000543704 - M6PR,ENST00000503759 - LOX,ENST00000537508 - SLC3A2,ENST00000509636 - PAM,ENST00000541428 - ASPH,ENST00000356660 - BDNF
ENST00000230418 - PTK7,ENST00000538763 - ENO2,,ENST00000532133 - TRPC6,ENST00000490286 - DPP4,ENST00000496296 - FGFR1,ENST00000470419 - NCEH1,ENST00000422669 - LTBP1,ENST00000494831 - LAMB2,ENST00000533305 - LMO7,ENST00000395603 - ATRX,ENST00000525469 - CD44,ENST00000335110 - FAT4
ENST00000478966 - SERPINE2,ENST00000523108 - MGAT4B,,ENST00000515017 - ANXA5,ENST00000472989 - TM2D1,ENST00000522652 - ST3GAL1,ENST00000461492 - DAG1,ENST00000539925 - LTBR,ENST00000418354 - FKBP9,ENST00000636815 - ASAH1,ENST00000538763 - ENO2,ENST00000486085 - RTN4,ENST00000456400 - RPN2
ENST00000263556 - P4HA1,ENST00000518441 - ASPH,,ENST00000392029 - QSOX1,ENST00000532165 - JAM3,ENST00000463427 - TMEM87B,ENST00000439274 - APP,ENST00000393301 - CTSC,ENST00000527889 - CD44,ENST00000379904 - ERAP2,ENST00000550520 - PCBP2,ENST00000588454 - CALR,ENST00000593104 - PRKCSH
ENST00000543704 - M6PR,ENST00000541428 - ASPH,,ENST00000476359 - NLGN4Y,ENST00000493109 - COL12A1,ENST00000432118 - HMMR,ENST00000497947 - LMO7,ENST00000436949 - SEMA3A,ENST00000520052 - ANGPT1,ENST00000614102 - FAT1,ENST00000354785 - FN1,ENST00000495273 - ROBO1,ENST00000523739 - FZD6
ENST00000503759 - LOX,ENST00000263556 - P4HA1,,ENST00000332191 - ROBO2,ENST00000527590 - THY1,ENST00000537058 - CADM1,ENST00000405312 - PSG4,ENST00000589923 - GRN,ENST00000491959 - ZPLD1,ENST00000426982 - KIAA0319L,ENST00000600572 - PSG4,ENST00000543091 - LRP6,ENST00000543704 - M6PR
ENST00000475111 - TMEM30A,ENST00000354906 - MIA3,,ENST00000508035 - FAT1,ENST00000528294 - ECE1,ENST00000485938 - CLN5,ENST00000432738 - SERPINE2,ENST00000506357 - SGCB,ENST00000418492 - CDH2,ENST00000418492 - CDH2,ENST00000508035 - FAT1,ENST00000376723 - UGGT1,ENST00000490569 - EEF1A1
ENST00000521946 - SULF1,ENST00000551104 - PCBP2,,ENST00000562998 - CDH11,ENST00000495928 - MYH9,ENST00000612334 - CERCAM,ENST00000490242 - ITGBL1,ENST00000462163 - RPN2,ENST00000533131 - BDNF,ENST00000490286 - DPP4,ENST00000394890 - P4HA1,ENST00000542058 - GNS,ENST00000593948 - PSG9
ENST00000541428 - ASPH,ENST00000490569 - EEF1A1,,ENST00000420120 - DCN,ENST00000512821 - CD164,ENST00000263556 - P4HA1,ENST00000513685 - ITGA2,ENST00000543258 - M6PR,ENST00000610997 - GPR107,ENST00000354839 - EPHA5,ENST00000596907 - PSG4,ENST00000539925 - LTBR,ENST00000529277 - CD82
ENST00000486085 - RTN4,ENST00000521597 - TNFRSF11B,,ENST00000622388 - FOLR3,ENST00000360642 - CLCN3,ENST00000436949 - SEMA3A,ENST00000413985 - CRIM1,ENST00000475220 - FKBP9,ENST00000530473 - HYOU1,ENST00000376723 - UGGT1,ENST00000263556 - P4HA1,ENST00000591194 - SLC44A2,ENST00000441738 - TIMP1
ENST00000394890 - P4HA1,ENST00000591194 - SLC44A2,,ENST00000490286 - DPP4,ENST00000302278 - ITGB1,ENST00000512590 - VCAN,ENST00000419671 - COL12A1,ENST00000513319 - LOX,ENST00000351898 - SLC4A4,ENST00000427239 - COL11A1,ENST00000439274 - APP,ENST00000480003 - CD46,ENST00000497849 - VIM
ENST00000599812 - PSG5,ENST00000486593 - LAMP2,,ENST00000420512 - CERCAM,ENST00000541428 - ASPH,ENST00000503773 - IL6ST,ENST00000552067 - CD63,ENST00000518867 - MGAT4B,ENST00000517847 - ASPH,ENST00000616868 - SULF1,ENST00000230418 - PTK7,ENST00000464355 - GLB1,ENST00000506260 - PAM
ENST00000393301 - CTSC,ENST00000452464 - SCARB2,,ENST00000360674 - ADAM15,ENST00000519011 - FZD6,ENST00000473403 - CRIM1,ENST00000433762 - COL6A3,ENST00000575069 - P4HB,ENST00000394890 - P4HA1,ENST00000419255 - SEMA3C,ENST00000523149 - EXTL3,ENST00000543704 - M6PR,ENST00000547300 - TRHDE
ENST00000598833 - RCN3,ENST00000413689 - SCN5A,,ENST00000517352 - TNFRSF11B,ENST00000577468 - PTPRM,ENST00000523739 - FZD6,ENST00000503856 - PDGFRA,ENST00000547300 - TRHDE,ENST00000486979 - ALCAM,ENST00000473598 - LMNA,ENST00000533305 - LMO7,ENST00000518867 - MGAT4B,ENST00000393021 - RPS6KB1
ENST00000517352 - TNFRSF11B,ENST00000506357 - SGCB,,ENST00000404580 - PSG5,ENST00000460932 - POFUT2,ENST00000602661 - FKTN,ENST00000264441 - PCYOX1,ENST00000509490 - PDGFRA,ENST00000513968 - SEMA5A,ENST00000514111 - EMB,ENST00000420512 - CERCAM,ENST00000542912 - PHB2,ENST00000512756 - COL11A1
ENST00000504734 - CANX,ENST00000530786 - BDNF,,ENST00000474267 - WNT5A,ENST00000620660 - RYK,ENST00000533246 - BDNF,ENST00000440575 - OSTM1,ENST00000543091 - LRP6,ENST00000379904 - ERAP2,ENST00000367921 - DDR2,ENST00000401992 - PSG5,ENST00000493278 - CALU,ENST00000318266 - PTPRA
ENST00000326857 - DCBLD2,ENST00000508067 - LOX,,ENST00000473257 - ACTB,ENST00000461911 - AAMP,ENST00000520052 - ANGPT1,ENST00000553373 - FERMT2,ENST00000540196 - GNS,ENST00000460008 - DCBLD2,ENST00000433762 - COL6A3,ENST00000589923 - GRN,ENST00000332843 - COLEC10,ENST00000439274 - APP
ENST00000542058 - GNS,ENST00000503759 - LOX,,ENST00000576984 - BSG,ENST00000447386 - FAP,ENST00000479257 - CALU,ENST00000478064 - LAMC1,ENST00000543318 - P2RX4,ENST00000479499 - LAMC1,ENST00000488053 - TNFSF4,ENST00000597093 - PSG11,ENST00000396861 - GAPDH,ENST00000545094 - CADM1
ENST00000527215 - CTSB,ENST00000588428 - NCLN,,ENST00000530962 - LAYN,ENST00000437169 - NCSTN,ENST00000421914 - NCSTN,ENST00000504734 - CANX,ENST00000568090 - HSD17B2,ENST00000367921 - DDR2,ENST00000425719 - NTM,ENST00000517352 - TNFRSF11B,ENST00000545273 - GNS,ENST00000494507 - DPP4
ENST00000493254 - CYSLTR1,ENST00000595404 - PSG9,,ENST00000620463 - COL1A2,ENST00000503773 - IL6ST,ENST00000438277 - UGGT1,ENST00000599371 - PSG4,ENST00000478064 - LAMC1,ENST00000419255 - SEMA3C,ENST00000510722 - ITGA2,ENST00000352931 - PTK7,ENST00000436949 - SEMA3A,ENST00000588428 - NCLN
ENST00000440575 - OSTM1,ENST00000470660 - LRP10,,ENST00000537508 - SLC3A2,ENST00000520052 - ANGPT1,ENST00000370050 - TMEM30A,ENST00000259056 - GALNT5,ENST00000621109 - PSG9,ENST00000376723 - UGGT1,ENST00000463427 - TMEM87B,ENST00000457660 - SLC3A2,ENST00000474644 - COL1A1,ENST00000392029 - QSOX1
ENST00000352931 - PTK7,ENST00000457660 - SLC3A2,,ENST00000367512 - EDEM3,ENST00000306349 - BMP1,ENST00000367368 - LRP11,ENST00000521195 - FZD6,ENST00000589906 - LGALS3BP,ENST00000490286 - DPP4,ENST00000410057 - ACVR1,ENST00000521597 - TNFRSF11B,ENST00000534511 - DKK3,ENST00000576984 - BSG
ENST00000312439 - PSG1,ENST00000563579 - RPS15A,,ENST00000541428 - ASPH,ENST00000397814 - BMP1,ENST00000469648 - DCBLD2,ENST00000533898 - RCN1,ENST00000440575 - OSTM1,ENST00000438462 - RTN4,ENST00000466527 - BIRC6,ENST00000329509 - PSG2,ENST00000522293 - MGAT4B,ENST00000552516 - TGFBR1
ENST00000518441 - ASPH,ENST00000589923 - GRN,,ENST00000593513 - AXL,ENST00000463427 - TMEM87B,ENST00000491233 - COL6A3,ENST00000468792 - COL6A3,ENST00000493278 - CALU,ENST00000469005 - FSTL1,ENST00000530473 - HYOU1,ENST00000396861 - GAPDH,ENST00000432738 - SERPINE2,ENST00000495316 - PSG4
ENST00000376723 - UGGT1,ENST00000335110 - FAT4,,ENST00000425345 - EPDR1,ENST00000582588 - RPL17,ENST00000420047 - SEMA3A,ENST00000533131 - BDNF,ENST00000611581 - PCDH18,ENST00000616868 - SULF1,ENST00000543091 - LRP6,ENST00000541932 - FLT1,ENST00000509647 - FAT1,ENST00000517352 - TNFRSF11B
ENST00000482079 - WNT5A,ENST00000473638 - RPL3,,ENST00000602039 - PSG1,ENST00000265077 - VCAN,ENST00000374630 - EPHB2,ENST00000560164 - SLC12A6,ENST00000505278 - PLXNA1,ENST00000497720 - THBS1,ENST00000438462 - RTN4,ENST00000505593 - LOX,ENST00000425719 - NTM,ENST00000452464 - SCARB2
ENST00000423829 - ICAM1,ENST00000379333 - SLC23A2,,ENST00000576052 - P4HB,ENST00000244295 - PSG4,ENST00000393301 - CTSC,ENST00000519011 - FZD6,ENST00000542067 - P2RX4,ENST00000429710 - PLAT,ENST00000263556 - P4HA1,ENST00000523927 - ASPH,ENST00000502059 - SLC14A1,ENST00000533246 - BDNF
ENST00000368215 - PTPRK,ENST00000393021 - RPS6KB1,,ENST00000519836 - MGAT4B,ENST00000624166 - ATRX,ENST00000482079 - WNT5A,ENST00000537842 - TNFRSF1A,ENST00000527018 - CTSC,ENST00000609928 - TOR1AIP2,ENST00000479499 - LAMC1,ENST00000519510 - PLAT,ENST00000576984 - BSG,ENST00000376802 - HLA-A
ENST00000432118 - HMMR,ENST00000517352 - TNFRSF11B,,ENST00000523927 - ASPH,ENST00000504734 - CANX,ENST00000439274 - APP,ENST00000561646 - OGFOD1,ENST00000487661 - HEG1,ENST00000543091 - LRP6,ENST00000610997 - GPR107,ENST00000503759 - LOX,ENST00000630839 - UQCRC2,ENST00000541428 - ASPH
ENST00000410057 - ACVR1,ENST00000589906 - LGALS3BP,,ENST00000636997 - ASAH1,ENST00000514458 - LMAN2,ENST00000445684 - SLC4A7,ENST00000503010 - TMED7,ENST00000439274 - APP,ENST00000233573 - ITGA4,ENST00000631182 - SCN2A,ENST00000270077 - PSG9,ENST00000381294 - IL6ST,ENST00000360642 - CLCN3
ENST00000564631 - TMX3,ENST00000422669 - LTBP1,,ENST00000527577 - CD59,ENST00000502326 - IL6ST,ENST00000457377 - SLC4A7,ENST00000510982 - PDGFC,ENST00000475898 - ADAM10,ENST00000493278 - CALU,ENST00000429710 - PLAT,ENST00000370058 - L1CAM,ENST00000462163 - RPN2,ENST00000494395 - ITGB1
ENST00000470660 - LRP10,ENST00000332843 - COLEC10,,ENST00000560165 - ANXA2,ENST00000505593 - LOX,ENST00000543091 - LRP6,ENST00000511081 - CLDND1,ENST00000531917 - SSR2,ENST00000543580 - GPR176,ENST00000503759 - LOX,ENST00000630839 - UQCRC2,ENST00000483409 - SSR1,ENST00000589923 - GRN
ENST00000370058 - L1CAM,ENST00000456400 - RPN2,,ENST00000600817 - PSG5,ENST00000492544 - KIAA0319L,ENST00000397491 - CHL1,ENST00000528086 - CD44,ENST00000541428 - ASPH,ENST00000473598 - LMNA,ENST00000394890 - P4HA1,ENST00000486085 - RTN4,ENST00000471066 - FKBP9,ENST00000420512 - CERCAM
ENST00000521597 - TNFRSF11B,ENST00000630839 - UQCRC2,,ENST00000599812 - PSG5,ENST00000583275 - CPD,ENST00000545811 - WNT5B,ENST00000534412 - PICALM,ENST00000636997 - ASAH1,ENST00000512756 - COL11A1,ENST00000609928 - TOR1AIP2,ENST00000507662 - FAT1,ENST00000475220 - FKBP9,ENST00000488500 - EEF1A1
ENST00000367512 - EDEM3,ENST00000509016 - ANXA5,,ENST00000518867 - MGAT4B,ENST00000447066 - GLG1,ENST00000542912 - PHB2,ENST00000509205 - SLC12A2,ENST00000483409 - SSR1,ENST00000514111 - EMB,ENST00000418354 - FKBP9,ENST00000474267 - WNT5A,ENST00000527577 - CD59,ENST00000478064 - LAMC1
ENST00000403380 - PSG1,ENST00000548898 - CD63,,ENST00000418820 - PSG9,ENST00000448850 - APP,ENST00000454389 - SLC4A7,ENST00000529886 - STT3A,ENST00000589126 - PRKCSH,ENST00000589720 - PIGN,ENST00000480283 - ATRX,ENST00000518161 - TMEM30A,ENST00000424424 - PRNP,ENST00000518980 - MGAT4B
ENST00000434918 - DPP4,ENST00000547300 - TRHDE,,ENST00000593104 - PRKCSH,ENST00000578571 - PTPRM,ENST00000397108 - FGFR1,ENST00000530786 - BDNF,ENST00000597529 - EMP3,ENST00000494395 - ITGB1,ENST00000361242 - ATG9A,ENST00000525999 - SULF1,ENST00000478064 - LAMC1,ENST00000636997 - ASAH1
ENST00000533668 - FGFR1,ENST00000445143 - CD59,,ENST00000463427 - TMEM87B,ENST00000436949 - SEMA3A,ENST00000481801 - MGAT5,ENST00000343420 - CD55,ENST00000438277 - UGGT1,ENST00000505278 - PLXNA1,ENST00000480003 - CD46,ENST00000360674 - ADAM15,ENST00000405269 - SLC8A1,ENST00000509016 - ANXA5
ENST00000419018 - FKBP14,ENST00000514458 - LMAN2,,ENST00000275857 - NLGN4X,ENST00000395770 - LNPEP,ENST00000525685 - CD44,ENST00000395603 - ATRX,ENST00000502949 - SEL1L3,ENST00000502326 - IL6ST,ENST00000467255 - NTM,ENST00000493406 - WNT5A,ENST00000445143 - CD59,ENST00000552132 - ERGIC2
ENST00000416334 - NT5E,ENST00000576984 - BSG,,ENST00000597058 - PSG1,ENST00000370050 - TMEM30A,ENST00000552516 - TGFBR1,ENST00000513319 - LOX,ENST00000509647 - FAT1,ENST00000426856 - CRIM1,ENST00000545273 - GNS,ENST00000593948 - PSG9,ENST00000513685 - ITGA2,ENST00000427239 - COL11A1
ENST00000404377 - TNFSF18,ENST00000352931 - PTK7,,ENST00000398604 - PCDHGA8,ENST00000565165 - ARSB,ENST00000554304 - SLC38A6,ENST00000543351 - VDAC2,ENST00000475111 - TMEM30A,ENST00000480003 - CD46,ENST00000436117 - MET,ENST00000345356 - COL12A1,ENST00000560165 - ANXA2,ENST00000244293 - PSG9
ENST00000473638 - RPL3,ENST00000539507 - SLC3A2,,ENST00000348423 - TRPC6,ENST00000423588 - CACNA2D1,ENST00000599892 - PLAUR,ENST00000495316 - PSG4,ENST00000523108 - MGAT4B,ENST00000545273 - GNS,ENST00000474644 - COL1A1,ENST00000595124 - PSG1,ENST00000374893 - ECE1,ENST00000369850 - FLNA
ENST00000494507 - DPP4,ENST00000531917 - SSR2,,ENST00000595404 - PSG9,ENST00000545273 - GNS,ENST00000549922 - TRHDE,ENST00000393805 - ST3GAL5,ENST00000562826 - ITGA11,ENST00000447485 - ATP6AP2,ENST00000503773 - IL6ST,ENST00000360642 - CLCN3,ENST00000572008 - RPS15A,ENST00000312584 - TNFRSF10D
ENST00000588428 - NCLN,ENST00000543258 - M6PR,,ENST00000520052 - ANGPT1,ENST00000361699 - L1CAM,ENST00000522036 - ASPH,ENST00000491395 - APP,ENST00000517352 - TNFRSF11B,ENST00000543704 - M6PR,ENST00000422398 - SLC1A1,ENST00000440575 - OSTM1,ENST00000530320 - CD151,ENST00000418212 - BDNF
ENST00000493406 - WNT5A,ENST00000519836 - MGAT4B,,ENST00000514458 - LMAN2,ENST00000415997 - APP,ENST00000381294 - IL6ST,ENST00000367921 - DDR2,ENST00000415454 - GLB1,ENST00000533305 - LMO7,ENST00000589720 - PIGN,ENST00000551104 - PCBP2,ENST00000519011 - FZD6,ENST00000413689 - SCN5A
ENST00000534831 - GPRC5A,ENST00000545094 - CADM1,,ENST00000541932 - FLT1,ENST00000495700 - PLOD2,ENST00000244573 - H1-1,ENST00000414812 - PCYOX1,ENST00000542058 - GNS,ENST00000552588 - RPL18,ENST00000473257 - ACTB,ENST00000541428 - ASPH,ENST00000509490 - PDGFRA,ENST00000518441 - ASPH
ENST00000366175 - PSG5,ENST00000394890 - P4HA1,,ENST00000419018 - FKBP14,ENST00000526546 - TMEM179B,ENST00000584619 - DMTF1,ENST00000508009 - PHB1,ENST00000636571 - CTSD,ENST00000356360 - PICALM,ENST00000502326 - IL6ST,ENST00000543704 - M6PR,ENST00000494507 - DPP4,ENST00000461482 - TFPI2
ENST00000630839 - UQCRC2,ENST00000546342 - GSR,,ENST00000393301 - CTSC,ENST00000486085 - RTN4,ENST00000419282 - CD6,ENST00000597912 - PSG4,ENST00000518441 - ASPH,ENST00000263556 - P4HA1,ENST00000636705 - CLN5,ENST00000512821 - CD164,ENST00000636997 - ASAH1,ENST00000585850 - ABCA8
ENST00000419255 - SEMA3C,ENST00000419018 - FKBP14,,ENST00000502363 - PKD2,ENST00000440575 - OSTM1,ENST00000475111 - TMEM30A,ENST00000602589 - ROBO2,ENST00000532165 - JAM3,ENST00000541932 - FLT1,ENST00000562712 - CDH11,ENST00000539925 - LTBR,ENST00000560608 - ADAM10,ENST00000419018 - FKBP14
ENST00000518867 - MGAT4B,ENST00000483409 - SSR1,,ENST00000494507 - DPP4,ENST00000559494 - TSPAN3,ENST00000497027 - WNT5A,ENST00000540368 - ATP6V0A2,ENST00000471046 - LAMP1,ENST00000503010 - TMED7,ENST00000233573 - ITGA4,ENST00000478064 - LAMC1,ENST00000532165 - JAM3,ENST00000587942 - PIGN
ENST00000576984 - BSG,ENST00000505593 - LOX,,ENST00000514032 - CANX,ENST00000578816 - TMX3,ENST00000525293 - CD44,ENST00000596907 - PSG4,ENST00000354906 - MIA3,ENST00000422398 - SLC1A1,ENST00000428179 - SLC4A7,ENST00000470660 - LRP10,ENST00000465809 - PXDN,ENST00000505278 - PLXNA1
ENST00000602039 - PSG1,ENST00000326857 - DCBLD2,,ENST00000460393 - MME,ENST00000533131 - BDNF,ENST00000467960 - OSTM1,ENST00000491995 - PSG2,ENST00000493254 - CYSLTR1,ENST00000466392 - EDEM3,ENST00000482254 - SERPINB2,ENST00000504734 - CANX,ENST00000436291 - PSG1,ENST00000514458 - LMAN2
ENST00000550520 - PCBP2,ENST00000435149 - NCSTN,,ENST00000425360 - NFASC,ENST00000508043 - MAN2A1,ENST00000489024 - KIDINS220,ENST00000583149 - IL6ST,ENST00000419018 - FKBP14,ENST00000466527 - BIRC6,ENST00000418629 - TMEM131,ENST00000407568 - PSG5,ENST00000551173 - CD63,ENST00000527215 - CTSB
ENST00000512821 - CD164,ENST00000370119 - VCAM1,,ENST00000356660 - BDNF,ENST00000502721 - LMAN2,ENST00000587204 - TUBB6,ENST00000451895 - PSG4,ENST00000540022 - TNFRSF1A,ENST00000542058 - GNS,ENST00000542058 - GNS,ENST00000297350 - TNFRSF11B,ENST00000508067 - LOX,ENST00000547517 - RAB5C
ENST00000620463 - COL1A2,ENST00000595973 - GDF15,,ENST00000507662 - FAT1,ENST00000397491 - CHL1,ENST00000526000 - CD44,ENST00000558964 - NEO1,ENST00000552516 - TGFBR1,ENST00000512590 - VCAN,ENST00000584619 - DMTF1,ENST00000601833 - PSG6,ENST00000493254 - CYSLTR1,ENST00000525528 - BDNF
ENST00000518783 - GRIA1,ENST00000554304 - SLC38A6,,ENST00000464116 - XRCC6,ENST00000609928 - TOR1AIP2,ENST00000541600 - EPHA4,ENST00000525209 - CD44,ENST00000352931 - PTK7,ENST00000457660 - SLC3A2,ENST00000562826 - ITGA11,ENST00000483409 - SSR1,ENST00000270077 - PSG9,ENST00000587367 - SNRPD2
ENST00000506357 - SGCB,ENST00000533305 - LMO7,,ENST00000471046 - LAMP1,ENST00000504459 - HEXB,ENST00000240095 - SLC39A14,ENST00000521597 - TNFRSF11B,ENST00000538763 - ENO2,ENST00000509636 - PAM,ENST00000506649 - CD164,ENST00000486979 - ALCAM,ENST00000424645 - NCSTN,ENST00000502059 - SLC14A1
ENST00000483409 - SSR1,ENST00000297350 - TNFRSF11B,,ENST00000472139 - PSEN2,ENST00000522566 - FZD6,ENST00000409938 - EPHA4,ENST00000270077 - PSG9,ENST00000452464 - SCARB2,ENST00000534149 - CTSB,ENST00000503010 - TMED7,ENST00000620463 - COL1A2,ENST00000493736 - SORT1,ENST00000552546 - TMEM106C
ENST00000469005 - FSTL1,ENST00000368215 - PTPRK,,ENST00000472007 - FKBP9,ENST00000416334 - NT5E,ENST00000511839 - PAM,ENST00000437581 - NT5E,ENST00000424645 - NCSTN,ENST00000428179 - SLC4A7,ENST00000559627 - PTGS2,ENST00000523108 - MGAT4B,ENST00000518441 - ASPH,ENST00000491591 - DPP4
ENST00000539925 - LTBR,ENST00000520734 - ANGPT1,,ENST00000493278 - CALU,ENST00000554288 - FERMT2,ENST00000440156 - SLC4A7,ENST00000374630 - EPHB2,ENST00000479257 - CALU,ENST00000503856 - PDGFRA,ENST00000438277 - UGGT1,ENST00000599812 - PSG5,ENST00000553585 - HSP90AA1,ENST00000478348 - S100A10
ENST00000502363 - PKD2,ENST00000526212 - SSR2,,ENST00000588428 - NCLN,ENST00000590448 - ATP5F1A,ENST00000484088 - ITGB1,ENST00000526000 - CD44,ENST00000421736 - PLOD3,ENST00000265077 - VCAN,ENST00000534831 - GPRC5A,ENST00000493254 - CYSLTR1,ENST00000509636 - PAM,ENST00000597912 - PSG4
ENST00000509647 - FAT1,ENST00000474715 - YWHAQ,,ENST00000318266 - PTPRA,ENST00000492734 - CACNA2D1,ENST00000358883 - LPAR1,ENST00000530694 - DKK3,ENST00000367512 - EDEM3,ENST00000510722 - ITGA2,ENST00000514032 - CANX,ENST00000502363 - PKD2,ENST00000393021 - RPS6KB1,ENST00000507662 - FAT1
ENST00000563579 - RPS15A,ENST00000590211 - CAPNS1,,ENST00000377966 - RECK,ENST00000563432 - GLG1,ENST00000436873 - TPP1,ENST00000436783 - ATP6AP2,ENST00000374630 - EPHB2,ENST00000538107 - MFAP5,ENST00000447485 - ATP6AP2,ENST00000589126 - PRKCSH,ENST00000438120 - PTPRF,ENST00000513319 - LOX
ENST00000424645 - NCSTN,ENST00000518980 - MGAT4B,,ENST00000297350 - TNFRSF11B,ENST00000425171 - PXDN,ENST00000540482 - SLC12A9,ENST00000522566 - FZD6,ENST00000522566 - FZD6,ENST00000589189 - GALNT1,ENST00000494395 - ITGB1,ENST00000563579 - RPS15A,ENST00000355905 - NLGN4Y,ENST00000590211 - CAPNS1
ENST00000374893 - ECE1,ENST00000515017 - ANXA5,,ENST00000504880 - SLC38A9,ENST00000505524 - LMBRD2,ENST00000428179 - SLC4A7,ENST00000495700 - PLOD2,ENST00000503773 - IL6ST,ENST00000518980 - MGAT4B,ENST00000509490 - PDGFRA,ENST00000370050 - TMEM30A,ENST00000328306 - SLC9A7,ENST00000584049 - BDNF
ENST00000436949 - SEMA3A,ENST00000490769 - PSG4,,ENST00000367067 - CD55,ENST00000425992 - VDAC1,ENST00000578689 - GJD3,ENST00000376723 - UGGT1,ENST00000498479 - RC3H2,ENST00000439918 - P4HB,ENST00000533131 - BDNF,ENST00000374893 - ECE1,ENST00000589906 - LGALS3BP,ENST00000514032 - CANX
ENST00000474267 - WNT5A,ENST00000539925 - LTBR,,ENST00000419255 - SEMA3C,ENST00000508639 - SIL1,ENST00000338167 - APLP2,ENST00000569454 - CDH13,ENST00000617924 - THBS2,ENST00000433762 - COL6A3,ENST00000381086 - IGFBP3,ENST00000518867 - MGAT4B,ENST00000514458 - LMAN2,ENST00000463427 - TMEM87B
ENST00000486979 - ALCAM,ENST00000636997 - ASAH1,,ENST00000512756 - COL11A1,ENST00000359671 - FN1,ENST00000512756 - COL11A1,ENST00000589533 - ABCA8,ENST00000332843 - COLEC10,ENST00000393805 - ST3GAL5,ENST00000520523 - PLAT,ENST00000333552 - RALY,ENST00000335110 - FAT4,ENST00000519678 - ASPH
ENST00000613060 - SLC6A6,ENST00000512756 - COL11A1,,ENST00000483409 - SSR1,ENST00000368215 - PTPRK,ENST00000503856 - PDGFRA,ENST00000628876 - SIDT2,ENST00000588409 - SLC44A2,ENST00000264205 - ECE1,ENST00000356360 - PICALM,ENST00000519011 - FZD6,ENST00000374630 - EPHB2,ENST00000631182 - SCN2A
