GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
ENST00000400256 - COLEC12,ENST00000370973 - WLS,ENST00000259371 - DAB2IP,ENST00000507597 - USP53,ENST00000602867 - MPP4,ENST00000418212 - BDNF,ENST00000439952 - SAMD9L,ENST00000462842 - RIPOR3,ENST00000509814 - ITGA2,ENST00000320254 - LRRC37A,ENST00000411937 - DCLK2,ENST00000013222 - INMT,ENST00000608763 - GAS6
ENST00000462951 - S100A6,ENST00000233813 - IGFBP5,ENST00000631491 - ADAM9,ENST00000612363 - TWIST2,ENST00000593644 - RCN3,ENST00000530861 - BDNF,ENST00000398978 - COL13A1,ENST00000514453 - TMEM175,ENST00000557183 - FRMD6,ENST00000509762 - ADAMTS12,ENST00000296641 - F2RL2,ENST00000526102 - INSC,ENST00000563985 - MT2A
ENST00000379919 - MAB21L1,ENST00000541779 - LPAR1,ENST00000536915 - CYB561A3,ENST00000610073 - GAS6,ENST00000519678 - ASPH,ENST00000378708 - MIB2,ENST00000489688 - DDX39B,ENST00000563985 - MT2A,ENST00000503090 - HHIP,ENST00000627759 - ADAMTS12,ENST00000511201 - APBB3,ENST00000045083 - RIPOR3,ENST00000458612 - GABBR1
ENST00000317449 - LRRN4CL,ENST00000497849 - VIM,ENST00000623354 - NHSL2,ENST00000498999 - MTND4P12,ENST00000339431 - LRRC17,ENST00000513594 - PDE5A,ENST00000397255 - IL15RA,ENST00000524420 - EEF1G,ENST00000354177 - SELENON,ENST00000507359 - KCTD16,ENST00000361981 - L1CAM,ENST00000497849 - VIM,ENST00000593948 - PSG9
ENST00000533392 - PARVA,ENST00000343529 - RELN,ENST00000332305 - FBLIM1,ENST00000515606 - CPZ,ENST00000456575 - ARPC2,ENST00000582341 - ATP5PD,ENST00000504818 - UCHL1,ENST00000423218 - ITGA11,ENST00000465762 - NDFIP2,ENST00000487581 - OSR1,ENST00000620920 - RCAN1,ENST00000259056 - GALNT5,ENST00000423338 - ATAT1
ENST00000233813 - IGFBP5,ENST00000379706 - TSLP,ENST00000167586 - KRT14,ENST00000610452 - COL15A1,ENST00000469336 - UBE3C,ENST00000504669 - ITGA1,ENST00000564723 - FAM219B,ENST00000610073 - GAS6,ENST00000467255 - NTM,ENST00000579085 - EIF4A1,ENST00000519380 - RDH10,ENST00000409539 - INMT,ENST00000373710 - SERINC2
ENST00000398955 - MGARP,ENST00000258499 - USP44,ENST00000329957 - MOB2,ENST00000483641 - SLC38A11,ENST00000479121 - PDCD10,ENST00000437415 - TRIM27,ENST00000570023 - VPS39,ENST00000486001 - ACTG1P20,ENST00000488053 - TNFSF4,ENST00000533131 - BDNF,ENST00000296498 - PRSS12,ENST00000375915 - NALF1,ENST00000448855 - OR7E102P
ENST00000354332 - S100A4,ENST00000537302 - GSG1,ENST00000357896 - IFT20,ENST00000267620 - FBLN5,ENST00000493259 - CPA4,ENST00000619935 - CRIM1,ENST00000438949 - GLCCI1,ENST00000222462 - WNT16,ENST00000508754 - YIPF5,ENST00000220809 - PLAT,ENST00000548458 - C12orf75,ENST00000423218 - ITGA11,ENST00000405974 - NCKAP5
ENST00000471639 - HLA-B,ENST00000461070 - EIF2S2P4,ENST00000619133 - CD24,ENST00000361981 - L1CAM,ENST00000551412 - COPZ1,ENST00000518083 - LOXL2,ENST00000617628 - NADK2,ENST00000633015 - NOMO3,ENST00000631252 - GOLT1B,ENST00000522551 - RPL10P9,ENST00000479053 - RECK,ENST00000445907 - CHRM2,ENST00000491912 - ST3GAL6
ENST00000492719 - GAPDH,ENST00000509016 - ANXA5,ENST00000619966 - NDUFA3,ENST00000355624 - RAB11FIP2,ENST00000409672 - SCN9A,ENST00000472119 - SCN9A,ENST00000492095 - NECAP2,ENST00000572932 - NOMO3,ENST00000543548 - NTF3,ENST00000395986 - BDNF,ENST00000457806 - HLA-C,ENST00000371130 - TENM1,ENST00000378076 - ITGA8
ENST00000330475 - ADAMTSL5,ENST00000477544 - SARS1,ENST00000518659 - TENM2,ENST00000331565 - SLC6A17,ENST00000588344 - CIRBP,ENST00000574721 - ADCY9,ENST00000469107 - TRIM26,ENST00000527605 - PAMR1,ENST00000264805 - PDE5A,ENST00000488977 - RAB37,ENST00000206423 - CCDC80,ENST00000462712 - NABP1,ENST00000569105 - LTO1
ENST00000456849 - PAPSS2,ENST00000610363 - NOMO1,ENST00000532460 - CSRP1,ENST00000471616 - RXFP1,ENST00000481549 - NT5C2,ENST00000509814 - ITGA2,ENST00000538451 - LDHA,ENST00000379556 - INSC,ENST00000519380 - RDH10,ENST00000431493 - OXTR,ENST00000633288 - SORD2P,ENST00000434027 - RGMB,ENST00000361301 - WNT16
ENST00000376822 - HLA-A,ENST00000264805 - PDE5A,ENST00000242285 - CLTA,ENST00000532739 - PKD1P2,ENST00000580963 - HELZ,ENST00000514873 - RAI14,ENST00000467098 - LY6G5C,ENST00000532873 - DKK3,ENST00000515241 - MARCHF3,ENST00000401701 - MYH9,ENST00000464589 - ADAMTS1,ENST00000561491 - MT2A,ENST00000523582 - TRPA1
ENST00000580353 - MYL12A,ENST00000239151 - HOXB5,ENST00000612712 - TMC4,ENST00000505283 - PDE8B,ENST00000590847 - DNAJC7,ENST00000535993 - CCND1,ENST00000564719 - MINAR2,ENST00000541042 - C1R,ENST00000505785 - BST1,ENST00000261180 - TRHDE,ENST00000273183 - STAC,ENST00000402943 - SLC14A1,ENST00000582081 - SMURF2
ENST00000521597 - TNFRSF11B,ENST00000512419 - UCHL1,ENST00000372432 - HYI,ENST00000465898 - SLC38A11,ENST00000485937 - PSMD2,ENST00000511880 - PPEF2,ENST00000401886 - TANGO2,ENST00000320241 - FOXL1,ENST00000557594 - NRXN3,ENST00000520943 - NDRG1,ENST00000412253 - CYP26B1,ENST00000378473 - PLCB4,ENST00000379845 - SFRP1
ENST00000231706 - SLC7A14,ENST00000319211 - F2R,ENST00000296871 - CSF2,ENST00000344327 - TRPC6,ENST00000483545 - MRPS22,ENST00000491331 - NABP1,ENST00000537877 - DDB1,ENST00000483086 - HDLBP,ENST00000522551 - RPL10P9,ENST00000521694 - PLAT,ENST00000466620 - ADAM33,ENST00000520596 - TRPA1,ENST00000604975 - TPM2
ENST00000397561 - LDHAP4,ENST00000527132 - DKK3,ENST00000504148 - TIMM8B,ENST00000354332 - S100A4,ENST00000494579 - FGF1,ENST00000372526 - P3H1,ENST00000483560 - SNX12,ENST00000597529 - EMP3,ENST00000220244 - CEMIP,ENST00000349953 - PARD3B,ENST00000619289 - ADAM33,ENST00000464788 - GNAS,ENST00000440886 - LPAR3
ENST00000481198 - GABBR1,ENST00000402934 - LTBP1,ENST00000358548 - TPD52L2,ENST00000260356 - THBS1,ENST00000460032 - EIF2S3,ENST00000538725 - MSRB3,ENST00000601643 - ZNF611,ENST00000279452 - CD44,ENST00000320254 - LRRC37A,ENST00000438462 - RTN4,ENST00000510710 - COL1A1,ENST00000320241 - FOXL1,ENST00000521597 - TNFRSF11B
ENST00000273067 - MARCHF4,ENST00000575847 - ANO4,ENST00000429964 - CDK18,ENST00000244043 - PTGIS,ENST00000416651 - NIF3L1,ENST00000496221 - GOLGA2,ENST00000541664 - NPIPB5,ENST00000591504 - CCDC68,ENST00000510689 - SPOCK1,ENST00000575234 - ZNF75A,ENST00000379919 - MAB21L1,ENST00000473016 - ACTG2,ENST00000435165 - SGIP1
ENST00000267620 - FBLN5,ENST00000279452 - CD44,ENST00000498623 - ARPC4,ENST00000261180 - TRHDE,ENST00000544755 - PDCD2,ENST00000281834 - TNFSF4,ENST00000419180 - NPIPB3,ENST00000533392 - PARVA,ENST00000339431 - LRRC17,ENST00000312584 - TNFRSF10D,ENST00000401942 - PSG5,ENST00000477081 - TBX2,ENST00000502709 - ADAMTS19
ENST00000492408 - GNL1,ENST00000633288 - SORD2P,ENST00000430777 - AGPAT1,ENST00000547825 - LIMA1,ENST00000316793 - OXTR,ENST00000324723 - ASCC3,ENST00000519240 - NRG1,ENST00000637927 - CACNA1A,ENST00000349953 - PARD3B,ENST00000244043 - PTGIS,ENST00000612363 - TWIST2,ENST00000457544 - HGF,ENST00000510815 - POLK
ENST00000466620 - ADAM33,ENST00000526640 - FTH1,ENST00000502527 - VCAN,ENST00000392806 - TMEM119,ENST00000517406 - COPS5,ENST00000504599 - MIB2,ENST00000520611 - TACC1,ENST00000520337 - CTHRC1,ENST00000375123 - FOXE1,ENST00000263339 - IL1A,ENST00000267620 - FBLN5,ENST00000580353 - MYL12A,ENST00000472990 - FLOT1
ENST00000369208 - SIM1,ENST00000512964 - CHIC2,ENST00000619162 - ANXA8L1,ENST00000435298 - OSR2,ENST00000588188 - PRKAR1A,ENST00000464412 - LBH,ENST00000634375 - MYO1B,ENST00000604975 - TPM2,ENST00000622914 - CBSL,ENST00000381086 - IGFBP3,ENST00000433626 - PSG4,ENST00000279452 - CD44,ENST00000458332 - RPS2P46
ENST00000610073 - GAS6,ENST00000404377 - TNFSF18,ENST00000632444 - PUF60,ENST00000535924 - missing,ENST00000536268 - MAN1B1,ENST00000354960 - PDE5A,ENST00000545405 - FADS1,ENST00000568572 - CIAO2B,ENST00000229708 - ULBP1,ENST00000260356 - THBS1,ENST00000580353 - MYL12A,ENST00000343529 - RELN,ENST00000462951 - S100A6
ENST00000497849 - VIM,ENST00000300177 - GREM1,ENST00000254043 - KRT15,ENST00000462951 - S100A6,ENST00000559682 - IQGAP1,ENST00000497055 - missing,ENST00000551448 - NPIPB12,ENST00000402934 - LTBP1,ENST00000507597 - USP53,ENST00000582946 - missing,ENST00000374574 - BMPR2,ENST00000339431 - LRRC17,ENST00000480605 - FLOT1
ENST00000373970 - DKK1,ENST00000435275 - RPS24,ENST00000376642 - RPP21,ENST00000619289 - ADAM33,ENST00000517940 - AP3B1,ENST00000481801 - MGAT5,ENST00000541218 - RASSF8,ENST00000521723 - PDGFRB,ENST00000598255 - ANGPTL4,ENST00000497720 - THBS1,ENST00000451895 - PSG4,ENST00000446342 - PLAU,ENST00000303915 - ZNF3
ENST00000545383 - MOV10L1,ENST00000352041 - PLAT,ENST00000630666 - FAM20C,ENST00000470576 - SLC38A11,ENST00000466986 - SEM1,ENST00000508315 - RAI14,ENST00000560411 - CHP1,ENST00000417377 - HBD,ENST00000524009 - PLAT,ENST00000332843 - COLEC10,ENST00000533392 - PARVA,ENST00000373710 - SERINC2,ENST00000445907 - CHRM2
ENST00000521013 - RDH10,ENST00000295927 - PTX3,ENST00000633130 - GPI,ENST00000400256 - COLEC12,ENST00000596467 - FARP1,ENST00000477488 - DENND2A,ENST00000504899 - F2RL2,ENST00000587566 - MARK4,ENST00000538545 - ACTN1,ENST00000396625 - COL4A4,ENST00000459812 - nan,ENST00000371655 - RAB3B,ENST00000321925 - SLC14A1
ENST00000498999 - MTND4P12,ENST00000510710 - COL1A1,ENST00000618389 - PDXDC1,ENST00000404867 - SLIT3,ENST00000598182 - EEF2,ENST00000488977 - RAB37,ENST00000457080 - missing,ENST00000477081 - TBX2,ENST00000521597 - TNFRSF11B,ENST00000276927 - IFNA1,ENST00000294599 - MEGF6,ENST00000354960 - PDE5A,ENST00000505791 - ADAMTS19
ENST00000377966 - RECK,ENST00000379845 - SFRP1,ENST00000269217 - LAMA3,ENST00000267377 - SSTR1,ENST00000525559 - EXT2,ENST00000542532 - TAOK3,ENST00000552626 - VEZT,ENST00000622144 - PAMR1,ENST00000427287 - WSB1,ENST00000300177 - GREM1,ENST00000610073 - GAS6,ENST00000435165 - SGIP1,ENST00000372930 - TMEM35A
ENST00000535924 - missing,ENST00000377966 - RECK,ENST00000531863 - DPP3,ENST00000334179 - UBL4B,ENST00000568841 - SNAP23,ENST00000493259 - CPA4,ENST00000536989 - OLR1,ENST00000464788 - GNAS,ENST00000352041 - PLAT,ENST00000523412 - FAM83A,ENST00000464120 - LGALS1,ENST00000418212 - BDNF,ENST00000525310 - CPQ
ENST00000305242 - ODAD2,ENST00000045083 - RIPOR3,ENST00000356769 - NACA,ENST00000369792 - missing,ENST00000519553 - PTPN12,ENST00000419282 - CD6,ENST00000505108 - TRAPPC13,ENST00000521597 - TNFRSF11B,ENST00000541932 - FLT1,ENST00000297161 - BMPER,ENST00000636945 - SCN8A,ENST00000521597 - TNFRSF11B,ENST00000424832 - HLA-C
ENST00000620443 - GRIA3,ENST00000247306 - CTAG2,ENST00000628514 - SUGCT,ENST00000486085 - RTN4,ENST00000556846 - PCNX1,ENST00000320161 - SGIP1,ENST00000548117 - CD63,ENST00000507654 - WDR41,ENST00000426856 - CRIM1,ENST00000624041 - nan,ENST00000483362 - ADAM33,ENST00000521723 - PDGFRB,ENST00000462493 - RIPOR3
ENST00000624710 - nan,ENST00000492719 - GAPDH,ENST00000264012 - CDH3,ENST00000246646 - KRT38,ENST00000459683 - SLC35F5,ENST00000262426 - FOXF1,ENST00000482338 - ERGIC3,ENST00000535815 - GPR68,ENST00000260702 - LOXL4,ENST00000484734 - THBS1,ENST00000473258 - COL6A3,ENST00000503771 - TMEM158,ENST00000398955 - MGARP
ENST00000464788 - GNAS,ENST00000342754 - NEXN,ENST00000354588 - LBHD1,ENST00000458332 - RPS2P46,ENST00000541216 - RAP1B,ENST00000630911 - GSTT1,ENST00000577801 - ZNF521,ENST00000498999 - MTND4P12,ENST00000613426 - OSCAR,ENST00000512467 - KCTD16,ENST00000423218 - ITGA11,ENST00000327268 - SLC16A6,ENST00000477081 - TBX2
ENST00000294599 - MEGF6,ENST00000568459 - PKM,ENST00000350481 - EIF4G1,ENST00000461903 - HLA-A,ENST00000565368 - CIAPIN1,ENST00000456523 - FGF5,ENST00000445546 - MFSD6,ENST00000533863 - TAGLN,ENST00000531507 - EIF4G2,ENST00000320241 - FOXL1,ENST00000558985 - ANXA2,ENST00000352041 - PLAT,ENST00000614499 - TCTN3
ENST00000431493 - OXTR,ENST00000473638 - RPL3,ENST00000304494 - CDKN2A,ENST00000526640 - FTH1,ENST00000503130 - ADH5,ENST00000512450 - PDE5A,ENST00000506506 - ABCE1,ENST00000259056 - GALNT5,ENST00000582946 - missing,ENST00000477536 - HEG1,ENST00000479595 - HLA-C,ENST00000581260 - MAPK7,ENST00000274487 - ADAMTS19
ENST00000360304 - MYLK,ENST00000622144 - PAMR1,ENST00000539140 - DRAM2,ENST00000509769 - USP53,ENST00000545380 - CADM1,ENST00000474907 - RPL12P24,ENST00000532632 - TM9SF1,ENST00000435165 - SGIP1,ENST00000369700 - PRSS35,ENST00000480356 - F3,ENST00000618372 - CEACAM19,ENST00000586142 - SLC14A1,ENST00000370571 - COL24A1
ENST00000438462 - RTN4,ENST00000360304 - MYLK,ENST00000591349 - GIPC1,ENST00000475497 - SYPL2,ENST00000480961 - CTSA,ENST00000531107 - IRAG1,ENST00000442249 - MLH1,ENST00000624710 - nan,ENST00000494950 - PLOD2,ENST00000511880 - PPEF2,ENST00000367474 - SAMD5,ENST00000360304 - MYLK,ENST00000424001 - IRAG1
ENST00000495041 - CEMIP,ENST00000345517 - ACTG2,ENST00000344616 - S100A14,ENST00000312553 - PODN,ENST00000466360 - ST7L,ENST00000462824 - NABP1,ENST00000527590 - THY1,ENST00000321925 - SLC14A1,ENST00000616559 - PTPRQ,ENST00000367662 - PAPPA2,ENST00000369208 - SIM1,ENST00000498999 - MTND4P12,ENST00000320241 - FOXL1
ENST00000619289 - ADAM33,ENST00000605961 - LMO7,ENST00000414866 - DMKN,ENST00000417978 - HLA-A,ENST00000489511 - TUBGCP6,ENST00000265071 - CDH6,ENST00000546309 - KDM1B,ENST00000317721 - NCKAP5,ENST00000367662 - PAPPA2,ENST00000633130 - GPI,ENST00000373970 - DKK1,ENST00000392977 - ANO4,ENST00000045083 - RIPOR3
ENST00000450471 - CDK15,ENST00000369049 - ECM1,ENST00000628077 - DNAJC4,ENST00000444289 - HLA-A,ENST00000538631 - DAD1,ENST00000430807 - TANGO2,ENST00000302196 - IL1RAPL1,ENST00000352041 - PLAT,ENST00000491536 - PLOD1,ENST00000429710 - PLAT,ENST00000305242 - ODAD2,ENST00000603246 - MTCO2P22,ENST00000427335 - P3H2
ENST00000311330 - CD248,ENST00000315757 - ITGA11,ENST00000345598 - APLP2,ENST00000398738 - PTCHD4,ENST00000531814 - SWAP70,ENST00000339431 - LRRC17,ENST00000470535 - ABCA2,ENST00000371130 - TENM1,ENST00000438462 - RTN4,ENST00000545076 - EPB41L3,ENST00000618395 - COL5A1,ENST00000617199 - MFGE8,ENST00000429089 - PLAT
ENST00000524237 - SLC20A2,ENST00000456754 - TIMP1,ENST00000572338 - GBA1,ENST00000425443 - COL12A1,ENST00000497888 - IWS1,ENST00000510641 - SEPTIN11,ENST00000526441 - TBX5,ENST00000350009 - ADAM33,ENST00000488940 - ST6GALNAC5,ENST00000377365 - INSYN2B,ENST00000614910 - missing,ENST00000345517 - ACTG2,ENST00000586986 - TBX2
ENST00000464589 - ADAMTS1,ENST00000376185 - ATP6V1G2-DDX39B,ENST00000555567 - PGF,ENST00000524478 - MMP3,ENST00000506241 - IL6ST,ENST00000502912 - PDE5A,ENST00000596907 - PSG4,ENST00000439918 - P4HB,ENST00000607071 - SERAC1,ENST00000557594 - NRXN3,ENST00000344911 - NTN4,ENST00000296641 - F2RL2,ENST00000327773 - GAS6
ENST00000563985 - MT2A,ENST00000453381 - nan,ENST00000351748 - TNFRSF25,ENST00000445907 - CHRM2,ENST00000418725 - SERPINB10,ENST00000530285 - AHNAK,ENST00000472568 - ADD3,ENST00000495041 - CEMIP,ENST00000442711 - INHBA,ENST00000468720 - SPOCD1,ENST00000495316 - PSG4,ENST00000369049 - ECM1,ENST00000535924 - missing
ENST00000449038 - PLOD1,ENST00000624710 - nan,ENST00000620687 - PLCH2,ENST00000251646 - KRT33B,ENST00000352041 - PLAT,ENST00000219821 - TMC5,ENST00000451196 - DNAJC11,ENST00000427084 - SLC25A17,ENST00000633130 - GPI,ENST00000616868 - SULF1,ENST00000233813 - IGFBP5,ENST00000527132 - DKK3,ENST00000560353 - APH1B
ENST00000392730 - RPL13P12,ENST00000432899 - CALM2,ENST00000538348 - C15orf40,ENST00000570596 - KRT33B,ENST00000473127 - COA8,ENST00000527910 - BIRC2,ENST00000421644 - MARVELD1,ENST00000437464 - ZNF469,ENST00000409809 - missing,ENST00000397747 - PDCD1LG2,ENST00000310833 - CD34,ENST00000575847 - ANO4,ENST00000375915 - NALF1
ENST00000397146 - ITIH5,ENST00000265104 - DNAH5,ENST00000415148 - CD44,ENST00000315782 - CPZ,ENST00000507591 - DEK,ENST00000434027 - RGMB,ENST00000450031 - FAP,ENST00000478217 - F3,ENST00000401701 - MYH9,ENST00000624425 - nan,ENST00000395738 - ADM2,ENST00000550557 - NR4A1,ENST00000264805 - PDE5A
ENST00000370055 - L1CAM,ENST00000535233 - C1R,ENST00000622672 - LENG8,ENST00000475124 - IL17RB,ENST00000329092 - RPL35A,ENST00000462712 - NABP1,ENST00000569825 - AARS1,ENST00000561491 - MT2A,ENST00000521321 - ENTPD4,ENST00000356005 - FN1,ENST00000461431 - CCDC80,ENST00000535924 - missing,ENST00000422987 - LRRN3
ENST00000404377 - TNFSF18,ENST00000316418 - AHRR,ENST00000269468 - MBD1,ENST00000620443 - GRIA3,ENST00000484880 - SERBP1,ENST00000539241 - CCND1,ENST00000540415 - LRP6,ENST00000464589 - ADAMTS1,ENST00000297350 - TNFRSF11B,ENST00000438067 - PTCH2,ENST00000260702 - LOXL4,ENST00000465146 - AK5,ENST00000316793 - OXTR
ENST00000568459 - PKM,ENST00000580353 - MYL12A,ENST00000618612 - FKBP1A,ENST00000521597 - TNFRSF11B,ENST00000565868 - ITGA11,ENST00000409435 - SCN9A,ENST00000626446 - LRP6,ENST00000532870 - TAGLN,ENST00000512467 - KCTD16,ENST00000287667 - NOMO1,ENST00000576522 - nan,ENST00000462824 - NABP1,ENST00000244869 - EREG
ENST00000497545 - ATXN7L2,ENST00000446342 - PLAU,ENST00000631439 - PUF60,ENST00000379919 - MAB21L1,ENST00000550784 - PUS7L,ENST00000528508 - AHNAK,ENST00000456882 - PRKG2,ENST00000379706 - TSLP,ENST00000519097 - TEK,ENST00000398955 - MGARP,ENST00000480426 - GAS6,ENST00000621863 - AP2M1,ENST00000374469 - SVEP1
ENST00000634247 - nan,ENST00000485591 - COL6A2,ENST00000622300 - nan,ENST00000374469 - SVEP1,ENST00000527203 - FGFR1,ENST00000378491 - NRSN1,ENST00000484988 - SGIP1,ENST00000531752 - ADAMTS8,ENST00000527590 - THY1,ENST00000297350 - TNFRSF11B,ENST00000532995 - SYTL2,ENST00000290902 - SPON2,ENST00000456504 - MCTP2
ENST00000473638 - RPL3,ENST00000586986 - TBX2,ENST00000377391 - ZNG1F,ENST00000436072 - SFRP4,ENST00000512690 - RPS3A,ENST00000629385 - ABCC4,ENST00000512157 - IFT122,ENST00000603246 - MTCO2P22,ENST00000638046 - ATP6AP2,ENST00000561463 - DNM1P47,ENST00000399629 - CACNA1C,ENST00000444726 - DDX39B,ENST00000532873 - DKK3
ENST00000510208 - PAM,ENST00000457544 - HGF,ENST00000594439 - HOMER3,ENST00000521013 - RDH10,ENST00000469605 - RPL24,ENST00000262435 - SMURF2,ENST00000415140 - LTBP1,ENST00000523927 - ASPH,ENST00000633288 - SORD2P,ENST00000538098 - WDR74,ENST00000438462 - RTN4,ENST00000428098 - DDX39B,ENST00000575847 - ANO4
ENST00000397747 - PDCD1LG2,ENST00000419135 - HLA-C,ENST00000357867 - FN1,ENST00000462557 - SKIC2,ENST00000467016 - CDC123,ENST00000367718 - TNFSF4,ENST00000520801 - CPED1,ENST00000608763 - GAS6,ENST00000366175 - PSG5,ENST00000262426 - FOXF1,ENST00000471344 - COL1A1,ENST00000402934 - LTBP1,ENST00000457048 - MICOS10P3
ENST00000255192 - BHMT2,ENST00000369585 - CTAG2,ENST00000617605 - B2M,ENST00000485349 - SKIC2,ENST00000543540 - CADM1,ENST00000527468 - RIC8A,ENST00000577001 - PRPF8,ENST00000527132 - DKK3,ENST00000497720 - THBS1,ENST00000487661 - HEG1,ENST00000371655 - RAB3B,ENST00000533392 - PARVA,ENST00000465146 - AK5
ENST00000423509 - HLA-C,ENST00000299610 - MFAP4,ENST00000399947 - MAP3K7CL,ENST00000517342 - SEPTIN10P1,ENST00000468360 - POFUT2,ENST00000379556 - INSC,ENST00000631647 - PRPF8,ENST00000360304 - MYLK,ENST00000397747 - PDCD1LG2,ENST00000433762 - COL6A3,ENST00000437992 - RPL9,ENST00000311330 - CD248,ENST00000506451 - SEPTIN7P14
ENST00000445610 - HLA-B,ENST00000462712 - NABP1,ENST00000607373 - BNIP2,ENST00000489937 - FGF1,ENST00000450493 - TFIP11,ENST00000394439 - PDE5A,ENST00000430954 - TRIP12,ENST00000370050 - TMEM30A,ENST00000467824 - SYN3,ENST00000560523 - UACA,ENST00000547790 - APPL2,ENST00000530161 - INSC,ENST00000533392 - PARVA
ENST00000458420 - CLSTN2,ENST00000548898 - CD63,ENST00000412278 - RBM14-RBM4,ENST00000480426 - GAS6,ENST00000491395 - APP,ENST00000392977 - ANO4,ENST00000483906 - RAB7A,ENST00000392977 - ANO4,ENST00000477717 - ST6GALNAC5,ENST00000409854 - EPHA4,ENST00000303143 - COL8A2,ENST00000421900 - KCTD17,ENST00000605961 - LMO7
ENST00000274030 - USP53,,ENST00000590959 - SPHK1,ENST00000523601 - STK3,ENST00000513232 - SKIC3,ENST00000219454 - WFDC1,ENST00000502918 - ZBTB49,ENST00000257359 - ADAMTS8,ENST00000585301 - SMURF2,ENST00000529546 - TXNRD1,ENST00000597349 - PSG4,ENST00000332843 - COLEC10,ENST00000450471 - CDK15
ENST00000424832 - HLA-C,,ENST00000339987 - SDCBP2,ENST00000529303 - PAMR1,ENST00000472989 - TM2D1,ENST00000361301 - WNT16,ENST00000509612 - PDE5A,ENST00000621863 - AP2M1,ENST00000496221 - GOLGA2,ENST00000537463 - FBN1,ENST00000572192 - CAMTA2,ENST00000376228 - HLA-C,ENST00000527132 - DKK3
ENST00000312553 - PODN,,ENST00000294119 - UBXN1,ENST00000296498 - PRSS12,ENST00000489688 - DDX39B,ENST00000624354 - VCL,ENST00000538391 - ETFBKMT,ENST00000541779 - LPAR1,ENST00000521694 - PLAT,ENST00000497289 - RPN1,ENST00000354332 - S100A4,ENST00000478217 - F3,ENST00000503771 - TMEM158
ENST00000434677 - RPL3P2,,ENST00000536859 - SERINC2,ENST00000518199 - OSR2,ENST00000478963 - ATP6V1E1,ENST00000506054 - ARHGAP10,ENST00000600380 - FARP1,ENST00000492719 - GAPDH,ENST00000447485 - ATP6AP2,ENST00000367908 - RGS4,ENST00000303354 - SCN9A,ENST00000541779 - LPAR1,ENST00000332843 - COLEC10
ENST00000424001 - IRAG1,,ENST00000284245 - C16orf74,ENST00000400654 - PPP1R11,ENST00000557442 - HNRNPC,ENST00000421391 - FBXL2,ENST00000523041 - NRG1,ENST00000330295 - CTHRC1,ENST00000528931 - MICAL2,ENST00000581492 - GDF2,ENST00000231004 - LOX,ENST00000585301 - SMURF2,ENST00000344941 - SLC15A5
ENST00000531512 - SULF1,,ENST00000617748 - OTUB2,ENST00000401783 - SVEP1,ENST00000518059 - UBXN8,ENST00000559290 - UACA,ENST00000485784 - GARS1,ENST00000220244 - CEMIP,ENST00000504108 - KLHL5,ENST00000426856 - CRIM1,ENST00000617732 - ADAM33,ENST00000350009 - ADAM33,ENST00000225648 - HOXB6
ENST00000509769 - USP53,,ENST00000441902 - PIP5K1A,ENST00000300177 - GREM1,ENST00000502735 - NOP14,ENST00000493564 - SGIP1,ENST00000556283 - PAPOLA,ENST00000525493 - DKK3,ENST00000312584 - TNFRSF10D,ENST00000251127 - NALCN,ENST00000461070 - EIF2S2P4,ENST00000392029 - QSOX1,ENST00000443059 - QSOX1
ENST00000532873 - DKK3,,ENST00000571089 - GART,ENST00000592930 - FHOD3,ENST00000480024 - FN1,ENST00000553277 - LRP1,ENST00000461492 - DAG1,ENST00000527326 - CD44,ENST00000485436 - PHLDA3,ENST00000442711 - INHBA,ENST00000300177 - GREM1,ENST00000535993 - CCND1,ENST00000342754 - NEXN
ENST00000478064 - LAMC1,,ENST00000260953 - METTL5,ENST00000383329 - HLA-C,ENST00000432855 - PSMD2,ENST00000500559 - SEPTIN7P14,ENST00000369823 - GSTM1,ENST00000392029 - QSOX1,ENST00000624425 - nan,ENST00000223095 - SERPINE1,ENST00000316418 - AHRR,ENST00000586951 - SLC14A1,ENST00000438104 - TBXAS1
ENST00000425542 - LGALS1,,ENST00000392463 - TP63,ENST00000608763 - GAS6,ENST00000525359 - CLNS1A,ENST00000222390 - HGF,ENST00000560737 - PSMA4,ENST00000343529 - RELN,ENST00000300773 - OR51B5,ENST00000409484 - CYBRD1,ENST00000484734 - THBS1,ENST00000490868 - PPP2R1A,ENST00000379706 - TSLP
ENST00000515669 - MACIR,,ENST00000455727 - LDLR,ENST00000507684 - TNXA,ENST00000403379 - MPZL1,ENST00000600984 - ILVBL,ENST00000486004 - DCBLD2,ENST00000482635 - ATP1B3,ENST00000549922 - TRHDE,ENST00000400325 - MICA,ENST00000496049 - GAPDH,ENST00000220244 - CEMIP,ENST00000548898 - CD63
