GSE63577_BJ_transcripts,GSE63577_IMR90_transcripts,voic_epithelia_sen_transcripts,GSE63577_HFF_transcripts,GSE105951_PD78_transcripts,GSE130727_IMR90_transcripts,GSE130727_WI38_transcripts,GSE64553_MRC5_transcripts,GSE109700_early_sen_transcripts,GSE109700_deep_sen_transcripts,GSE64553_HFF_transcripts,GSE63577_MRC5_transcripts,GSE63577_WI38_transcripts
,,ENST00000276500 - RGS20,,ENST00000519468 - ASAH1,,ENST00000504841 - NPIPB3,,ENST00000409854 - EPHA4,ENST00000483180 - NFKBIZ,,,
,,ENST00000470744 - CLTA,,ENST00000619562 - IGF2BP3,,ENST00000618371 - PCDHGC4,,ENST00000584265 - MRC2,ENST00000498699 - PHLDB2,,,
,,ENST00000612826 - CARS1,,ENST00000525162 - PICALM,,ENST00000480949 - PCYOX1,,ENST00000471268 - KDELR3,ENST00000503773 - IL6ST,,,
,,ENST00000574670 - GBA1,,ENST00000621863 - AP2M1,,ENST00000534694 - BRPF3,,ENST00000396625 - COL4A4,ENST00000395209 - DRP2,,,
,,ENST00000631948 - SBNO2,,ENST00000624041 - nan,,ENST00000527889 - CD44,,ENST00000437607 - PTPRF,ENST00000520226 - DLC1,,,
,,ENST00000311623 - ODAPH,,ENST00000508871 - NEDD4,,ENST00000503477 - AFF1,,ENST00000524970 - THY1,ENST00000380036 - TEK,,,
,,ENST00000375766 - FBLIM1,,ENST00000634739 - PPP1R12A,,ENST00000332843 - COLEC10,,ENST00000443817 - CPED1,ENST00000465762 - NDFIP2,,,
,,ENST00000360442 - PAK4,,ENST00000495928 - MYH9,,ENST00000505163 - ZNF302,,ENST00000395986 - BDNF,ENST00000474729 - MPZL1,,,
,,ENST00000375071 - CDA,,ENST00000538554 - LTO1,,ENST00000472714 - LAMB1,,ENST00000520230 - NDRG1,ENST00000596032 - ITGB1P1,,,
,,ENST00000375614 - LAYN,,ENST00000532478 - ARFGAP2,,ENST00000265104 - DNAH5,,ENST00000553154 - CALCOCO1,ENST00000534746 - RRAS2,,,
,,ENST00000396688 - SPEG,,ENST00000573961 - MYO1C,,ENST00000521559 - VPS13B,,ENST00000525144 - KIRREL3,ENST00000559556 - TPM1,,,
,,ENST00000356876 - TNFRSF25,,ENST00000564664 - GTF3C1,,ENST00000522376 - FBXW11,,ENST00000444092 - HDLBP,ENST00000508342 - NEDD4,,,
,,ENST00000599223 - IRF3,,ENST00000435234 - DYNC1I2,,ENST00000502671 - PLK2,,ENST00000526580 - TXNRD1,ENST00000466704 - CALD1,,,
,,ENST00000391867 - MRPL55,,ENST00000586760 - CALR,,ENST00000535419 - PGRMC1,,ENST00000611816 - HECTD1,ENST00000510722 - ITGA2,,,
,,ENST00000249776 - KNSTRN,,ENST00000589147 - ATP8B1,,ENST00000488784 - YY1AP1,,ENST00000472007 - FKBP9,ENST00000242208 - INHBA,,,
,,ENST00000448077 - PPARD,,ENST00000417287 - CAP1,,ENST00000510726 - ZBTB38,,ENST00000607316 - TMEM259,ENST00000261266 - PTPRB,,,
,,ENST00000503241 - ENSA,,ENST00000489856 - CAV1,,ENST00000523055 - PCM1,,ENST00000360428 - DSC3,ENST00000614640 - MSRB3,,,
,,ENST00000523799 - CCNC,,ENST00000497865 - RND3,,ENST00000493448 - WDR44,,ENST00000496703 - ITGB5,ENST00000520973 - TACC1,,,
,,ENST00000356082 - LAMB3,,ENST00000555358 - STRN3,,ENST00000583356 - TANC2,,ENST00000583147 - TWSG1,ENST00000253392 - EDA2R,,,
,,ENST00000367028 - HSD11B1,,ENST00000419929 - LASP1,,ENST00000555544 - AHNAK2,,ENST00000303143 - COL8A2,ENST00000343727 - NOX4,,,
,,ENST00000381291 - ITSN1,,ENST00000510101 - ADD1,,ENST00000553395 - WARS1,,ENST00000481823 - PLS3,ENST00000216629 - BDKRB1,,,
,,ENST00000332411 - KRT76,,ENST00000451430 - ANO10,,ENST00000465851 - SLC39A10,,ENST00000636007 - HSD17B12,ENST00000425538 - MYOCD,,,
,,ENST00000421552 - KLC2,,ENST00000557357 - PSMC1,,ENST00000374910 - SPIN2B,,ENST00000493811 - POFUT2,ENST00000367909 - RGS4,,,
,,ENST00000388813 - ADGRG1,,ENST00000502534 - RPL34,,ENST00000476870 - TRIP6,,ENST00000377499 - LMO7,ENST00000264463 - CDH10,,,
,,ENST00000622905 - RASSF7,,ENST00000569105 - LTO1,,ENST00000563853 - PHAF1,,ENST00000379384 - TM6SF1,ENST00000566530 - LOXL1,,,
,,ENST00000230321 - MDFI,,ENST00000475584 - IGF2R,,ENST00000477026 - DUSP10,,ENST00000291107 - ABR,ENST00000539518 - OLR1,,,
,,ENST00000304283 - ANKS3,,ENST00000425992 - VDAC1,,ENST00000489941 - LMO7,,ENST00000520409 - BNIP3L,ENST00000532462 - PYGL,,,
,,ENST00000450894 - ITGB4,,ENST00000576498 - HGS,,ENST00000573239 - SCPEP1,,ENST00000578202 - MYLK,ENST00000436949 - SEMA3A,,,
,,ENST00000307098 - SPRR1B,,ENST00000532331 - PTPRK,,ENST00000457544 - HGF,,ENST00000535040 - TPBG,ENST00000495625 - FILIP1L,,,
,,ENST00000619695 - NAP1L4,,ENST00000619256 - PTPRK,,ENST00000420633 - PDE5A,,ENST00000634817 - TPBG,ENST00000510213 - FAM114A1,,,
,,ENST00000414183 - EWSR1,,ENST00000514032 - CANX,,ENST00000339145 - IFI6,,ENST00000395983 - BDNF,,,,
,,ENST00000632615 - ARMC10,,ENST00000538098 - WDR74,,ENST00000433207 - PPIG,,ENST00000265016 - BST1,,,,
,,ENST00000497759 - MEPCE,,ENST00000530872 - IFT46,,ENST00000589810 - DNAJC7,,ENST00000593513 - AXL,,,,
,,ENST00000442479 - BAG6,,ENST00000392861 - ZEB2,,ENST00000419281 - NRBP1,,ENST00000575068 - NSF,,,,
,,ENST00000422747 - NRM,,ENST00000496292 - ARF4,,ENST00000498363 - IGF2BP3,,ENST00000632125 - NSF,,,,
,,ENST00000615404 - TAF9,,ENST00000522055 - SARAF,,ENST00000533597 - ACAT1,,ENST00000392476 - SEC14L1,,,,
,,ENST00000612915 - FAM156A,,ENST00000337425 - SERPINA9,,ENST00000496246 - TTLL3,,ENST00000262426 - FOXF1,,,,
,,ENST00000443462 - SEC31A,,ENST00000618828 - COL5A2,,ENST00000421391 - FBXL2,,ENST00000508588 - PKD2,,,,
,,ENST00000518448 - FAM83A,,ENST00000565404 - TCF25,,ENST00000454202 - RND3,,ENST00000297161 - BMPER,,,,
,,ENST00000356218 - FRMD6,,ENST00000381474 - NOMO2,,ENST00000466533 - PRRG1,,ENST00000468623 - GNB4,,,,
,,ENST00000368276 - PMF1-BGLAP,,ENST00000476917 - OAT,,ENST00000457004 - MLH1,,ENST00000433762 - COL6A3,,,,
,,ENST00000372077 - VEGFA,,ENST00000548838 - VEZT,,ENST00000435383 - EIF4G3,,ENST00000474729 - MPZL1,,,,
,,ENST00000633112 - ARMC10,,ENST00000525960 - ARHGEF12,,ENST00000578615 - AKT2,,ENST00000518084 - NRG1,,,,
,,ENST00000360957 - PPP1R13L,,ENST00000627541 - ZCCHC17,,ENST00000339431 - LRRC17,,ENST00000413760 - STK25,,,,
,,ENST00000312134 - CST6,,ENST00000547735 - SCYL2,,ENST00000488275 - ZMYND11,,ENST00000307333 - ANTXR2,,,,
,,ENST00000250896 - MKNK2,,ENST00000495625 - FILIP1L,,ENST00000431610 - FTO,,ENST00000463535 - CERCAM,,,,
,,ENST00000409170 - RPL36A-HNRNPH2,,ENST00000440771 - THOC5,,ENST00000554394 - NUMB,,ENST00000563781 - HERPUD1,,,,
,,ENST00000543768 - SCNN1A,,ENST00000493406 - WNT5A,,ENST00000551182 - ATP5F1B,,ENST00000471243 - WLS,,,,
,,ENST00000476907 - TUT1,,ENST00000463074 - EIF4E2,,ENST00000633749 - NTAN1,,ENST00000376180 - ITGBL1,,,,
,,ENST00000436428 - MSMP,,ENST00000482084 - C2CD2,,ENST00000568738 - NTAN1,,ENST00000614488 - SCAMP1,,,,
,,ENST00000373362 - GJB3,,ENST00000634931 - SMARCA2,,ENST00000487087 - FILIP1L,,ENST00000389980 - SPTBN1,,,,
,,ENST00000393923 - PHLDB2,,ENST00000373292 - HDLBP,,ENST00000379845 - SFRP1,,ENST00000524261 - PLAT,,,,
,,ENST00000418333 - TGFA,,ENST00000479060 - AK4,,ENST00000486266 - HLA-C,,ENST00000507018 - TGFBI,,,,
,,ENST00000261374 - HS3ST2,,ENST00000546705 - CORO1C,,ENST00000470654 - ITPRID2,,ENST00000257527 - ADAM19,,,,
,,ENST00000417996 - KRT3,,ENST00000517593 - EMC2,,ENST00000543847 - STIP1,,ENST00000242208 - INHBA,,,,
,,ENST00000283303 - ADGRF4,,ENST00000534348 - NEDD8-MDP1,,ENST00000614327 - HSP90B1,,ENST00000497187 - WLS,,,,
,,ENST00000338167 - APLP2,,ENST00000508639 - SIL1,,ENST00000488587 - U2SURP,,ENST00000598800 - DPP9,,,,
,,ENST00000324194 - SLC25A36,,ENST00000372419 - PRPS1,,ENST00000509247 - RAI14,,ENST00000231004 - LOX,,,,
,,ENST00000361799 - RNF220,,ENST00000529622 - TAGLN,,ENST00000612232 - SLC38A2,,ENST00000531732 - MICAL2,,,,
,,ENST00000382848 - GJB2,,ENST00000523593 - ASAH1,,ENST00000533377 - GRINA,,ENST00000558432 - RASGRP1,,,,
,,ENST00000309083 - PTMS,,ENST00000481365 - ATP6V1E1,,ENST00000237316 - TCF21,,ENST00000616868 - SULF1,,,,
,,ENST00000395761 - CXCL1,,ENST00000542372 - MAN1B1,,ENST00000371924 - STAMBPL1,,ENST00000517331 - NDRG1,,,,
,,ENST00000440930 - CUTA,,ENST00000559746 - THBS1,,ENST00000314100 - BTBD9,,ENST00000504830 - ADAMTS12,,,,
,,ENST00000306349 - BMP1,,ENST00000587156 - RAB8A,,ENST00000470290 - PRRG1,,ENST00000415690 - NR3C1,,,,
,,ENST00000414546 - SAA2,,ENST00000262209 - TRPA1,,ENST00000432525 - DDX17,,ENST00000550253 - TGFBR1,,,,
,,ENST00000400921 - PRKCZ,,ENST00000512056 - RAPGEF2,,ENST00000620436 - SLC16A6,,ENST00000512788 - UCHL1,,,,
,,ENST00000582163 - MSMB,,ENST00000231004 - LOX,,ENST00000534412 - PICALM,,ENST00000418354 - FKBP9,,,,
,,ENST00000428726 - CD44,,ENST00000531653 - PSMC3,,ENST00000524248 - LARP1,,ENST00000461431 - CCDC80,,,,
,,ENST00000341846 - TRIM29,,ENST00000494950 - PLOD2,,ENST00000222390 - HGF,,ENST00000425490 - TRIM22,,,,
,,ENST00000391967 - LAD1,,ENST00000492513 - EVI5,,ENST00000578809 - ACADVL,,ENST00000537006 - ENC1,,,,
,,ENST00000368738 - S100A9,,ENST00000531161 - EXT2,,ENST00000546916 - OS9,,ENST00000418908 - MYO1B,,,,
,,,,ENST00000525661 - BTBD10,,ENST00000414968 - MAP4K3,,ENST00000437945 - MEST,,,,
,,,,ENST00000507018 - TGFBI,,ENST00000435268 - TMEM127,,ENST00000423158 - NTF3,,,,
,,,,ENST00000464310 - P4HA1,,ENST00000513539 - HEXB,,ENST00000479322 - TGFB2,,,,
,,,,ENST00000497055 - missing,,ENST00000590348 - DNAJC7,,ENST00000440806 - STX12,,,,
,,,,ENST00000378491 - NRSN1,,ENST00000553444 - HNRNPC,,ENST00000513960 - VCAN,,,,
,,,,ENST00000636494 - ASAH1,,ENST00000297350 - TNFRSF11B,,ENST00000389131 - LOXL2,,,,
,,,,ENST00000493320 - MICA,,ENST00000469538 - HSPH1,,ENST00000613650 - REEP2,,,,
,,,,ENST00000490431 - GTF2I,,ENST00000431933 - DHDDS,,ENST00000428277 - NRXN3,,,,
,,,,ENST00000452931 - HDLBP,,ENST00000472416 - RND3,,ENST00000356660 - BDNF,,,,
,,,,ENST00000473754 - SRSF10,,ENST00000637738 - KIFBP,,ENST00000354269 - IMPDH1,,,,
,,,,ENST00000560466 - ANXA2,,ENST00000488788 - nan,,ENST00000425719 - NTM,,,,
,,,,ENST00000495501 - RRBP1,,ENST00000611010 - FDPS,,ENST00000470936 - ARL6IP5,,,,
,,,,ENST00000426440 - ARPC3,,ENST00000481713 - PIP5K1A,,ENST00000224784 - ACTA2,,,,
,,,,ENST00000511336 - RAPGEF2,,ENST00000458644 - FCHSD2,,ENST00000367921 - DDR2,,,,
,,,,ENST00000464116 - XRCC6,,ENST00000497566 - MAP4K3,,ENST00000253392 - EDA2R,,,,
,,,,ENST00000481622 - UBE2E1,,ENST00000559494 - TSPAN3,,ENST00000635944 - ASAH1,,,,
,,,,ENST00000470710 - HDLBP,,ENST00000503795 - RASGRF2,,ENST00000394156 - CDH11,,,,
,,,,ENST00000525127 - BRMS1,,ENST00000532339 - CD44,,ENST00000404424 - CLIP4,,,,
,,,,ENST00000524018 - ASAP1,,ENST00000615513 - CDKN1A,,ENST00000379917 - ADAM9,,,,
,,,,ENST00000525271 - EPB41L2,,ENST00000282169 - UHMK1,,ENST00000440126 - APP,,,,
,,,,ENST00000324723 - ASCC3,,ENST00000465994 - CAP2,,ENST00000379375 - EDN1,,,,
,,,,ENST00000515023 - RBPJ,,ENST00000545354 - UBE4A,,ENST00000547252 - SLC38A2,,,,
,,,,ENST00000476955 - EIF3L,,ENST00000502498 - CANX,,ENST00000367245 - MYCT1,,,,
,,,,ENST00000468600 - SSB,,ENST00000370383 - EPHX4,,ENST00000520052 - ANGPT1,,,,
,,,,ENST00000222390 - HGF,,ENST00000465624 - MFSD1,,ENST00000519571 - GALNT10,,,,
,,,,ENST00000432525 - DDX17,,ENST00000435165 - SGIP1,,ENST00000296280 - MASP1,,,,
,,,,ENST00000626165 - RBFOX2,,ENST00000495541 - ACSL3,,ENST00000585519 - MXRA7,,,,
,,,,ENST00000594527 - UBA52,,ENST00000487493 - MAN1C1,,ENST00000475220 - FKBP9,,,,
,,,,ENST00000431380 - SPON2,,ENST00000542815 - ZEB1,,ENST00000399928 - MAP3K7CL,,,,
,,,,ENST00000439961 - SUMO1P3,,ENST00000308862 - PIKFYVE,,ENST00000377017 - TIMP1,,,,
,,,,ENST00000354192 - APP,,ENST00000473949 - ARF1,,ENST00000487559 - ERRFI1,,,,
,,,,ENST00000538170 - MAPRE2,,ENST00000411682 - QRICH1,,ENST00000546285 - BCAT1,,,,
,,,,ENST00000593513 - AXL,,ENST00000513336 - HEXB,,ENST00000380036 - TEK,,,,
,,,,ENST00000521327 - SPARC,,ENST00000263398 - CD44,,ENST00000366716 - GUK1,,,,
,,,,ENST00000369635 - SNX14,,ENST00000517367 - NDUFB9,,ENST00000454967 - SAMD13,,,,
,,,,ENST00000532981 - FEZ1,,ENST00000362012 - PTGS1,,ENST00000493665 - PAPPA2,,,,
,,,,ENST00000260356 - THBS1,,ENST00000528498 - RDX,,ENST00000506649 - CD164,,,,
,,,,ENST00000433727 - BET1,,ENST00000534710 - CAT,,ENST00000555031 - WARS1,,,,
,,,,ENST00000634795 - CD99L2,,ENST00000463013 - KDM3A,,ENST00000433590 - MFAP5,,,,
,,,,ENST00000625282 - SPTAN1,,ENST00000539887 - STRAP,,ENST00000511880 - PPEF2,,,,
,,,,ENST00000397747 - PDCD1LG2,,ENST00000633795 - missing,,ENST00000523739 - FZD6,,,,
,,,,ENST00000527659 - EPB41L2,,ENST00000614531 - TASOR,,ENST00000502363 - PKD2,,,,
,,,,ENST00000498771 - AKR1B1,,ENST00000435406 - OS9,,ENST00000393808 - ST3GAL5,,,,
,,,,ENST00000465213 - VPS8,,ENST00000508181 - SKIC3,,ENST00000519064 - YIPF5,,,,
,,,,ENST00000522402 - NRG1,,ENST00000520698 - MRNIP,,ENST00000409101 - SCN3A,,,,
,,,,ENST00000553422 - CALM1,,ENST00000392979 - ANO4,,ENST00000532462 - PYGL,,,,
,,,,ENST00000447066 - GLG1,,ENST00000429002 - TXNRD1,,ENST00000619321 - SLC16A3,,,,
,,,,ENST00000398123 - ADD1,,ENST00000483060 - SGIP1,,ENST00000538118 - BCAT1,,,,
,,,,ENST00000413760 - STK25,,ENST00000529172 - PPP6R3,,ENST00000463546 - SH3BGRL,,,,
,,,,ENST00000438929 - BDNF,,ENST00000504238 - ABLIM3,,ENST00000565768 - MT1L,,,,
,,,,ENST00000426059 - FN1,,ENST00000548485 - OSBPL8,,ENST00000520168 - SDCBP,,,,
,,,,ENST00000373236 - SAR1A,,ENST00000510292 - PPP3CA,,ENST00000409626 - GLS,,,,
,,,,ENST00000378473 - PLCB4,,ENST00000520880 - CTHRC1,,ENST00000465994 - CAP2,,,,
,,,,ENST00000429842 - NBAS,,ENST00000638046 - ATP6AP2,,ENST00000454828 - TRIM22,,,,
,,,,ENST00000414679 - PLCB4,,ENST00000480651 - BLTP1,,ENST00000563171 - CCPG1,,,,
,,,,ENST00000379845 - SFRP1,,ENST00000460797 - ITGB5,,ENST00000359370 - FGF1,,,,
,,,,ENST00000540756 - TTC3,,ENST00000415825 - TRAPPC13,,ENST00000315757 - ITGA11,,,,
,,,,ENST00000444761 - MCFD2,,ENST00000409261 - NCKAP5,,ENST00000614640 - MSRB3,,,,
,,,,ENST00000521499 - ASPH,,ENST00000445907 - CHRM2,,ENST00000507166 - nan,,,,
,,,,ENST00000511975 - SEC31A,,ENST00000542769 - PHACTR2,,ENST00000344736 - missing,,,,
,,,,ENST00000439193 - EFEMP1,,ENST00000466345 - ZMYM6,,ENST00000519115 - SDCBP,,,,
,,,,ENST00000400099 - ATP5PF,,ENST00000462725 - PDCD10,,ENST00000517951 - ADAM19,,,,
,,,,ENST00000479257 - CALU,,ENST00000495822 - CTSL,,ENST00000510213 - FAM114A1,,,,
,,,,ENST00000398955 - MGARP,,ENST00000261535 - ROCK2,,ENST00000488977 - RAB37,,,,
,,,,ENST00000613132 - IGFBP3,,ENST00000475640 - PARP14,,ENST00000511992 - CPE,,,,
,,,,ENST00000389146 - OS9,,ENST00000497088 - SLTM,,ENST00000222482 - CPA4,,,,
,,,,ENST00000474267 - WNT5A,,ENST00000452172 - XPC,,ENST00000498224 - SLC20A1,,,,
,,,,ENST00000469554 - CCDC80,,ENST00000394679 - ZNF207,,ENST00000535924 - missing,,,,
,,,,ENST00000512629 - RAI14,,ENST00000530826 - AK5,,ENST00000546369 - PPP1R12A,,,,
,,,,ENST00000428575 - XRCC6,,ENST00000578916 - PTPRM,,ENST00000512532 - CCNG1,,,,
,,,,ENST00000540166 - DDB1,,ENST00000429018 - GOLGA4,,ENST00000542878 - MFGE8,,,,
,,,,ENST00000345517 - ACTG2,,ENST00000557866 - SPG11,,ENST00000564631 - TMX3,,,,
,,,,ENST00000529492 - TMEM123,,ENST00000586056 - SLC14A1,,ENST00000488683 - CLIC4,,,,
,,,,ENST00000560441 - UACA,,ENST00000505388 - KLHL8,,ENST00000462460 - ARHGEF2,,,,
,,,,ENST00000527605 - PAMR1,,ENST00000445776 - PSMD4,,ENST00000456650 - GLIPR1,,,,
,,,,ENST00000513882 - MYO10,,ENST00000435931 - NABP1,,ENST00000498566 - OGT,,,,
,,,,ENST00000461583 - HLA-B,,ENST00000374525 - PALM2AKAP2,,ENST00000429713 - SYNPO2,,,,
,,,,ENST00000392833 - VEPH1,,ENST00000381294 - IL6ST,,ENST00000437302 - ITGB1,,,,
,,,,ENST00000566846 - ALDOA,,ENST00000432572 - BMT2,,ENST00000514738 - CDH6,,,,
,,,,ENST00000505593 - LOX,,ENST00000546206 - ARL6IP1,,ENST00000489041 - MTHFD2,,,,
,,,,ENST00000397789 - NF2,,ENST00000564692 - MPI,,ENST00000404191 - ANTXR2,,,,
,,,,ENST00000297350 - TNFRSF11B,,ENST00000354224 - HGF,,ENST00000545641 - RIC1,,,,
,,,,ENST00000502671 - PLK2,,ENST00000545622 - TMEM200A,,ENST00000457381 - NTM,,,,
,,,,ENST00000592528 - PLIN3,,ENST00000619364 - NOMO3,,ENST00000497289 - RPN1,,,,
,,,,ENST00000563830 - SNAP23,,ENST00000449432 - MCTP2,,ENST00000476168 - MAGT1,,,,
,,,,ENST00000445907 - CHRM2,,ENST00000393468 - CAV1,,ENST00000542058 - GNS,,,,
,,,,ENST00000490561 - SNX12,,ENST00000562023 - ARL2BP,,ENST00000618019 - PCDH10,,,,
,,,,ENST00000607768 - COX7A2L,,ENST00000547250 - ATP5F1B,,ENST00000624354 - VCL,,,,
,,,,ENST00000577468 - PTPRM,,ENST00000527213 - HSD17B12,,ENST00000409465 - STAT1,,,,
,,,,ENST00000580759 - ZNF207,,ENST00000518306 - ASPH,,ENST00000545076 - EPB41L3,,,,
,,,,ENST00000486533 - COL12A1,,ENST00000503213 - GALNT7,,ENST00000457660 - SLC3A2,,,,
,,,,ENST00000541986 - SLC16A4,,ENST00000290271 - STC1,,ENST00000631065 - HERC2P2,,,,
,,,,ENST00000524280 - TNIP1,,ENST00000539448 - MAP3K20,,ENST00000474644 - COL1A1,,,,
,,,,ENST00000392977 - ANO4,,ENST00000472294 - HLA-B,,ENST00000550491 - GLIPR1,,,,
,,,,ENST00000358170 - CD46,,ENST00000461345 - TMEM176A,,ENST00000411764 - APBA2,,,,
,,,,ENST00000451085 - LRRN3,,ENST00000409435 - SCN9A,,ENST00000415017 - CNN3,,,,
,,,,ENST00000457544 - HGF,,ENST00000305766 - PHACTR2,,ENST00000444954 - CRELD2,,,,
,,,,ENST00000250160 - CCN4,,ENST00000509606 - HSD17B4,,ENST00000471344 - COL1A1,,,,
,,,,ENST00000557575 - KLC1,,ENST00000564328 - PEAK1,,ENST00000531387 - CARS1,,,,
,,,,ENST00000393420 - BCAR1,,ENST00000427763 - AGPAT1,,ENST00000301455 - ANGPTL4,,,,
,,,,ENST00000515658 - COL4A5,,ENST00000425572 - AGPAT1,,ENST00000481911 - KCTD20,,,,
,,,,ENST00000541483 - IRAG1,,ENST00000399830 - AGPAT1,,ENST00000497477 - MAGI1,,,,
,,,,ENST00000389980 - SPTBN1,,ENST00000295927 - PTX3,,ENST00000635471 - MAGI1,,,,
,,,,ENST00000589629 - CDC37,,ENST00000409597 - CHN1,,ENST00000458373 - CMAHP,,,,
,,,,ENST00000528294 - ECE1,,ENST00000528086 - CD44,,ENST00000518161 - TMEM30A,,,,
,,,,ENST00000244295 - PSG4,,ENST00000471559 - GORASP2,,ENST00000265052 - MGLL,,,,
,,,,ENST00000525970 - CSDE1,,ENST00000451605 - ERGIC3,,ENST00000449081 - KCTD20,,,,
,,,,ENST00000395663 - ATP5F1E,,ENST00000621863 - AP2M1,,ENST00000188790 - FAP,,,,
,,,,ENST00000498487 - LRRC17,,ENST00000503856 - PDGFRA,,ENST00000261266 - PTPRB,,,,
,,,,ENST00000481985 - RPL3,,ENST00000539277 - TMTC1,,ENST00000426123 - EIF4G1,,,,
,,,,ENST00000618395 - COL5A1,,ENST00000464312 - DOCK7,,ENST00000453447 - SPIRE1,,,,
,,,,ENST00000423061 - SYNE1,,ENST00000560164 - SLC12A6,,ENST00000264360 - PCDH10,,,,
,,,,ENST00000279452 - CD44,,ENST00000461733 - AP2M1,,ENST00000482116 - LMO7,,,,
,,,,ENST00000406391 - SLC8A1,,ENST00000537919 - ACLY,,ENST00000553373 - FERMT2,,,,
,,,,ENST00000549392 - MYL6,,ENST00000494924 - PLCB1,,ENST00000407925 - LTBP1,,,,
,,,,ENST00000494614 - DCBLD2,,ENST00000612161 - SLC38A1,,ENST00000579085 - EIF4A1,,,,
,,,,ENST00000562318 - PMM2,,ENST00000617470 - SDHA,,ENST00000567109 - CDH13,,,,
,,,,ENST00000560523 - UACA,,ENST00000237247 - SGIP1,,ENST00000409567 - DCTN1,,,,
,,,,ENST00000479298 - ARMCX3,,ENST00000409397 - SPATS2L,,ENST00000351898 - SLC4A4,,,,
,,,,ENST00000518966 - GGH,,ENST00000380628 - FGF5,,ENST00000537320 - TNC,,,,
,,,,ENST00000556506 - PSMA6,,ENST00000427697 - C1orf198,,ENST00000512866 - PGM3,,,,
,,,,ENST00000469350 - PLOD2,,ENST00000326407 - ITM2C,,ENST00000464596 - MBNL1,,,,
,,,,ENST00000547914 - NACA,,ENST00000513452 - CLDND1,,ENST00000379904 - ERAP2,,,,
,,,,ENST00000545754 - MBNL1,,ENST00000547517 - RAB5C,,ENST00000619289 - ADAM33,,,,
,,,,ENST00000337363 - CCDC68,,ENST00000550919 - CERS5,,ENST00000437464 - ZNF469,,,,
,,,,ENST00000541703 - REXO2,,ENST00000618828 - COL5A2,,ENST00000456473 - CAV1,,,,
,,,,ENST00000494446 - FN1,,ENST00000397958 - NSG1,,ENST00000527343 - CD81,,,,
,,,,ENST00000539319 - UACA,,ENST00000481448 - RCAN1,,ENST00000590294 - SEPTIN9,,,,
,,,,ENST00000362012 - PTGS1,,ENST00000602449 - ARMCX7P,,ENST00000409938 - EPHA4,,,,
,,,,ENST00000471632 - TMEM87B,,ENST00000574341 - MYO1C,,ENST00000555703 - FRMD6,,,,
,,,,ENST00000436760 - KPNA3,,ENST00000315274 - MMP1,,ENST00000524422 - ATP5MG,,,,
,,,,ENST00000558132 - ANXA2,,ENST00000618970 - PDCD6,,ENST00000393187 - MEST,,,,
,,,,ENST00000434472 - CD44,,ENST00000539788 - REXO2,,ENST00000511496 - LIMCH1,,,,
,,,,ENST00000512512 - IGFBP7,,ENST00000519301 - NRG1,,ENST00000477455 - MTHFD2,,,,
,,,,ENST00000411763 - AP2M1,,ENST00000010404 - MGST1,,ENST00000223423 - PTGS1,,,,
,,,,ENST00000513960 - VCAN,,ENST00000633113 - DDAH1,,ENST00000295550 - COL6A3,,,,
,,,,ENST00000560721 - ZEB1,,ENST00000448526 - CDKN1A,,ENST00000369250 - FHIP2A,,,,
,,,,ENST00000480283 - ATRX,,ENST00000455727 - LDLR,,ENST00000306349 - BMP1,,,,
,,,,ENST00000559494 - TSPAN3,,ENST00000502677 - RASGRF2,,ENST00000493523 - RAB11FIP5,,,,
,,,,ENST00000591504 - CCDC68,,ENST00000541488 - PRKDC,,ENST00000519510 - PLAT,,,,
,,,,ENST00000439203 - DST,,ENST00000613695 - nan,,ENST00000537508 - SLC3A2,,,,
,,,,ENST00000519742 - CLU,,ENST00000470985 - LDHB,,ENST00000296498 - PRSS12,,,,
,,,,ENST00000512309 - COPB2,,ENST00000493804 - MCFD2,,ENST00000471917 - LPP,,,,
,,,,ENST00000486979 - ALCAM,,ENST00000474628 - P4HA2,,ENST00000547034 - TMTC3,,,,
,,,,ENST00000558347 - TPM1,,ENST00000464360 - PDCD10,,ENST00000426542 - ARHGEF28,,,,
,,,,ENST00000476143 - TMCO1,,ENST00000394439 - PDE5A,,ENST00000534062 - missing,,,,
,,,,ENST00000532942 - nan,,ENST00000402054 - ATL2,,ENST00000514554 - TGFBI,,,,
,,,,ENST00000475181 - CCDC80,,ENST00000616094 - CREB3L1,,ENST00000520226 - DLC1,,,,
,,,,ENST00000454108 - CALD1,,ENST00000550322 - SART3,,ENST00000472546 - SLMAP,,,,
,,,,ENST00000552871 - CORO1C,,ENST00000352940 - DDX47,,ENST00000503856 - PDGFRA,,,,
,,,,ENST00000532873 - DKK3,,ENST00000389995 - SOD1,,ENST00000356865 - ATP10A,,,,
,,,,ENST00000562090 - GLG1,,ENST00000525214 - COPB1,,ENST00000463335 - ANTXR1,,,,
,,,,ENST00000513807 - SLC25A46,,ENST00000543715 - DOCK10,,ENST00000585062 - NFE2L1,,,,
,,,,ENST00000492700 - FAM107B,,ENST00000607316 - TMEM259,,ENST00000612232 - SLC38A2,,,,
,,,,ENST00000334047 - F3,,ENST00000537840 - TCF12,,ENST00000541118 - GNA13,,,,
,,,,ENST00000506154 - NEDD4,,ENST00000376162 - ITGBL1,,ENST00000567345 - missing,,,,
,,,,ENST00000415886 - CTHRC1,,ENST00000425892 - PIK3R3,,ENST00000579591 - CDKN2B,,,,
